136,Sheng,cn
137,Shi,cn
138,Shu,cn
139,Shuai,cn
140,Shui,cn
141,Shum,cn
142,Siew,cn
143,Siu,cn
144,Song,cn
145,Sum,cn
146,Sun,cn
147,Sze ,cn
148,Tan,cn
149,Tang,cn
150,Tao,cn
151,Teng,cn
152,Teoh,cn
153,Thean,cn
154,Thian,cn
155,Thien,cn
156,Tian,cn
157,Tong,cn
158,Tow,cn
159,Tsang,cn
160,Tse,cn
161,Tsen,cn
162,Tso,cn
163,Tze,cn
164,Wan,cn
165,Wang,cn
166,Wei,cn
167,Wen,cn
168,Weng,cn
169,Won,cn
170,Wong,cn
171,Woo,cn
172,Xiang,cn
173,Xiao,cn
174,Xie,cn
175,Xing,cn
176,Xue,cn
177,Xun,cn
178,Yan,cn
179,Yang,cn
180,Yao,cn
181,Yap,cn
182,Yau,cn
183,Yee,cn
184,Yep,cn
185,Yim,cn
186,Yin,cn
187,Ying,cn
188,Yong,cn
189,You,cn
190,Yuan,cn
191,Zang,cn
192,Zeng,cn
193,Zha,cn
194,Zhan,cn
195,Zhang,cn
196,Zhao,cn
197,Zhen,cn
198,Zheng,cn
199,Zhong,cn
200,Zhou,cn
201,Zhu,cn
202,Zhuo,cn
203,Zong,cn
204,Zou,cn
205,Bing,cn
206,Chi,cn
207,Chu,cn
208,Cong,cn
209,Cuan,cn
210,Dan,cn
211,Fei,cn
212,Feng,cn
213,Gai,cn
214,Gao,cn
215,Gou,cn
216,Guan,cn
217,Gui,cn
218,Guo,cn
219,Hong,cn
220,Hou,cn
221,Huan,cn
222,Jian,cn
223,Jiao,cn
224,Jin,cn
225,Jiu,cn
226,Juan,cn
227,Jue,cn
228,Kan,cn
229,Kuai,cn
230,Kuang,cn
231,Kui,cn
232,Lao,cn
233,Liang,cn
234,Lu:,cn
235,Luo,cn
236,Man,cn
237,Nao,cn
238,Pian,cn
239,Qiao,cn
240,Qing,cn
241,Qiu,cn
242,Rang,cn
243,Rui,cn
244,She,cn
245,Shi,cn
246,Shuo,cn
247,Sui,cn
248,Tai,cn
249,Wan,cn
250,Wei,cn
251,Xian,cn
252,Xie,cn
253,Xin,cn
254,Xing,cn
255,Xiong,cn
256,Xuan,cn
257,Yan,cn
258,Yin,cn
259,Ying,cn
260,Yuan,cn
261,Yue,cn
262,Yun,cn
263,Zha,cn
264,Zhai,cn
265,Zhang,cn
266,Zhi,cn
267,Zhuan,cn
268,Zhui,cn
269,Abl,cz
270,Adsit,cz
271,Ajdrna,cz
272,Alt,cz
273,Antonowitsch,cz
274,Antonowitz,cz
275,Bacon,cz
276,Ballalatak,cz
277,Ballaltick,cz
278,Bartonova,cz
279,Bastl,cz
280,Baroch,cz
281,Benesch,cz
282,Betlach,cz
283,Biganska,cz
284,Bilek,cz
285,Blahut,cz
286,Blazek,cz
287,Blazek,cz
288,Blazejovsky,cz
289,Blecha,cz
290,Bleskan,cz
291,Blober,cz
292,Bock,cz
293,Bohac,cz
294,Bohunovsky,cz
295,Bolcar,cz
296,Borovka,cz
297,Borovski,cz
298,Borowski,cz
299,Borovsky,cz
300,Brabbery,cz
301,Brezovjak,cz
302,Brousil,cz
303,Bruckner,cz
304,Buchta,cz
305,Cablikova,cz
306,Camfrlova,cz
307,Cap,cz
308,Cerda,cz
309,Cermak,cz
310,Chermak,cz
311,Cermak,cz
312,Cernochova,cz
313,Cernohous,cz
314,Cerny,cz
315,Cerney,cz
316,Cerny,cz
317,Cerv,cz
318,Cervenka,cz
319,Chalupka,cz
320,Charlott,cz
321,Chemlik,cz
322,Chicken,cz
323,Chilar,cz
324,Chromy,cz
325,Cihak,cz
326,Clineburg,cz
327,Klineberg,cz
328,Cober,cz
329,Colling,cz
330,Cvacek,cz
331,Czabal,cz
332,Damell,cz
333,Demall,cz
334,Dehmel,cz
335,Dana,cz
336,Dejmal,cz
337,Dempko,cz
338,Demko,cz
339,Dinko,cz
340,Divoky,cz
341,Dolejsi,cz
342,Dolezal,cz
343,Doljs,cz
344,Dopita,cz
345,Drassal,cz
346,Driml,cz
347,Duyava,cz
348,Dvorak,cz
349,Dziadik,cz
350,Egr,cz
351,Entler,cz
352,Faltysek,cz
353,Faltejsek,cz
354,Fencl,cz
355,Fenyo,cz
356,Fillipova,cz
357,Finfera,cz
358,Finferovy,cz
359,Finke,cz
360,Fojtikova,cz
361,Fremut,cz
362,Friedrich,cz
363,Frierdich,cz
364,Fritsch,cz
365,Furtsch,cz
366,Gabrisova,cz
75722,"",it
367,Gavalok,cz
368,Geier,cz
369,Georgijev,cz
370,Geryk,cz
371,Giersig,cz
372,Glatter,cz
373,Glockl,cz
374,Grabski,cz
375,Grozmanova,cz
376,Grulich,cz
377,Grygarova,cz
378,Hadash,cz
379,Hafernik,cz
380,Hajek,cz
381,Hajicek,cz
382,Hajkova,cz
383,Hana,cz
384,Hanek,cz
385,Hanek,cz
386,Hanika,cz
387,Hanusch,cz
388,Hanzlick,cz
389,Handzlik,cz
390,Hanzlik,cz
391,Harger,cz
392,Hartl,cz
393,Havlatova,cz
394,Havlice,cz
395,Hawlata,cz
396,Heidl,cz
397,Herback,cz
398,Herodes,cz
399,Hiorvst,cz
400,Hladky,cz
401,Hlavsa,cz
402,Hnizdil,cz
403,Hodowal,cz
404,Hodoval,cz
405,Holan,cz
406,Holub,cz
407,Homulka,cz
408,Hora,cz
409,Hovanec,cz
410,Hrabak,cz
411,Hradek,cz
412,Hrdy,cz
413,Hrula,cz
414,Hruska,cz
415,Hruskova,cz
416,Hudecek,cz
417,Husk,cz
418,Hynna,cz
419,Jaluvka,cz
420,Janca,cz
421,Janicek,cz
422,Jenicek,cz
423,Janacek,cz
424,Janick,cz
425,Janoch,cz
426,Janosik,cz
427,Janutka,cz
428,Jares(H),cz
429,Jarzembowski,cz
430,Jedlicka,cz
431,Jelinek,cz
432,Jindra,cz
433,Jirava,cz
434,Jirik,cz
435,Jirku,cz
436,Jirovy,cz
437,Jobst,cz
438,Jonas,cz
439,Kacirek,cz
440,Kafka,cz
441,Kafka,cz
442,Kaiser,cz
443,Kanak,cz
444,Kaplanek,cz
445,Kara,cz
446,Karlovsky,cz
447,Kasa,cz
448,Kasimor,cz
449,Kazimor,cz
450,Kazmier,cz
451,Katschker,cz
452,Kauphsman,cz
453,Kenzel,cz
454,Kerner,cz
455,Kesl,cz
456,Kessel,cz
457,Kessler,cz
458,Khork,cz
459,Kirchma,cz
460,Klein,cz
461,Klemper,cz
462,Klimes,cz
463,Kober,cz
464,Koberna,cz
465,Koci,cz
466,Kocian,cz
467,Kocian,cz
468,Kofron,cz
469,Kolacny,cz
470,Koliha,cz
471,Kolman,cz
472,Koma,cz
473,Komo,cz
474,Coma,cz
475,Konarik,cz
476,Kopp,cz
477,Kopecky,cz
478,Korandak,cz
479,Korycan,cz
480,Korycansky,cz
481,Kosko,cz
482,Kouba,cz
483,Kouba,cz
484,Koukal,cz
485,Koza,cz
486,Kozumplikova,cz
487,Kratschmar,cz
488,Krawiec,cz
489,Kreisinger,cz
490,Kremlacek,cz
491,Kremlicka,cz
492,Kreutschmer,cz
493,Krhovsky,cz
494,Krivan,cz
495,Krivolavy,cz
496,Kriz,cz
497,Kruessel,cz
498,Krupala,cz
499,Krytinar,cz
500,Kubin,cz
501,Kucera,cz
502,Kucharova,cz
503,Kudrna,cz
504,Kuffel,cz
505,Kupfel,cz
506,Kofel,cz
507,Kulhanek,cz
508,Kunik,cz
509,Kurtz,cz
510,Kusak,cz
511,Kvasnicka,cz
512,Lawa,cz
513,Linart,cz
514,Lind,cz
515,Lokay,cz
516,Loskot,cz
517,Ludwig,cz
518,Lynsmeier,cz
519,Macha,cz
520,Machacek,cz
521,Macikova,cz
522,Malafa,cz
523,Malec,cz
524,Malecha,cz
525,Maly,cz
526,Marek,cz
527,Marik,cz
528,Marik,cz
529,Markytan,cz
530,Matejka,cz
531,Matjeka,cz
532,Matocha,cz
533,Maxa/B,cz
534,Mayer,cz
535,Meier,cz
536,Merta,cz
537,Meszes,cz
538,Metjeka,cz
539,Michalovic,cz
540,Michalovicova,cz
541,Miksatkova,cz
542,Mojzis,cz
543,Mojjis,cz
544,Mozzis,cz
545,Molcan,cz
546,Monfort,cz
547,MonkoAustria,cz
548,Morava,cz
549,Morek,cz
550,Muchalon,cz
551,Mudra,cz
552,Muhlbauer,cz
553,Nadvornizch,cz
554,Nadwornik,cz
555,Navara,cz
556,Navratil,cz
557,Navratil,cz
558,Navrkal,cz
559,Nekuza,cz
560,Nemec,cz
561,Nemecek,cz
562,Nestrojil,cz
563,Netsch,cz
564,Neusser,cz
565,Neisser,cz
566,Naizer,cz
567,Novak,cz
568,Nowak,cz
569,Novotny,cz
570,Novy Novy,cz
571,Oborny,cz
572,Ocasek,cz
573,Ocaskova,cz
574,Oesterreicher,cz
575,Okenfuss,cz
576,Olbrich,cz
577,Ondrisek,cz
578,Opizka,cz
579,Opova,cz
580,Opp,cz
581,Osladil,cz
582,Ozimuk,cz
583,Pachr,cz
584,Palzewicz,cz
585,Panek,cz
586,Patril,cz
587,Pavlik,cz
588,Pavlicka,cz
589,Pavlu,cz
590,Pawlak,cz
591,Pear,cz
592,Peary,cz
593,Pech,cz
594,Peisar,cz
595,Paisar,cz
596,Paiser,cz
597,Perevuznik,cz
598,Perina,cz
599,Persein,cz
600,Petrezelka,cz
601,Petru,cz
602,Pesek,cz
603,Petersen,cz
604,Pfeifer,cz
605,Picha,cz
606,Pillar,cz
607,Pellar,cz
608,Piller,cz
609,Pinter,cz
610,Pitterman,cz
611,Planick,cz
612,Piskach,cz
613,Plisek,cz
614,Plisko,cz
615,Pokorny,cz
616,Ponec,cz
617,Ponec,cz
618,Prachar,cz
619,Praseta,cz
620,Prchal,cz
621,Prehatney,cz
622,Pretsch,cz
623,Prill,cz
624,Psik,cz
625,Pudel,cz
626,Purdes,cz
627,Quasninsky,cz
628,Raffel,cz
629,Rafaj1,cz
630,Ransom,cz
631,Rezac,cz
632,Riedel,cz
633,Riha,cz
634,Riha,cz
635,Ritchie,cz
636,Rozinek,cz
637,Ruba,cz
638,Ruda,cz
639,Rumisek,cz
640,Ruzicka,cz
641,Rypka,cz
642,Rebka,cz
643,Rzehak,cz
644,Sabol,cz
645,Safko,cz
646,Samz,cz
647,Sankovsky,cz
648,Sappe,cz
649,Sappe,cz
650,Sarna,cz
651,Satorie,cz
652,Savchak,cz
653,Svotak,cz
654,Swatchak,cz
655,Svocak,cz
656,Svotchak,cz
657,Schallom,cz
658,Schenk,cz
659,Schlantz,cz
660,Schmeiser,cz
661,Schneider,cz
662,Schmied,cz
663,Schubert,cz
664,Schwarz,cz
665,Schwartz,cz
666,Sedmik,cz
667,Sedmikova,cz
668,Seger,cz
669,Sekovora,cz
670,Semick,cz
671,Serak,cz
672,Sherak,cz
673,Shima,cz
674,Shula,cz
675,Siegl,cz
676,Silhan,cz
677,Simecek,cz
678,Simodines,cz
679,Simonek,cz
680,Sip,cz
681,Sitta,cz
682,Skala,cz
683,Skeril,cz
684,Skokan,cz
685,Skomicka,cz
686,Skwor,cz
687,Slapnickova,cz
688,Slejtr,cz
689,Slepicka,cz
690,Slepica,cz
691,Slezak,cz
692,Slivka,cz
693,Smith,cz
694,Snelker,cz
695,Sokolik,cz
696,Soucek,cz
697,Soukup,cz
698,Soukup,cz
699,Spicka,cz
700,Spoerl,cz
701,Sponer,cz
702,Srda,cz
703,Srpcikova,cz
704,Stangl,cz
705,Stanzel,cz
706,Stary,cz
707,Staska,cz
708,Stedronsky,cz
709,Stegon,cz
710,Sztegon,cz
711,Steinborn,cz
712,Stepan,cz
713,Stites,cz
714,Stluka,cz
715,Stotzky,cz
716,StrakaO,cz
717,Stramba,cz
718,Stupka,cz
719,Subertova,cz
720,Suchanka,cz
721,Sula,cz
722,Svejda,cz
723,Svejkovsky,cz
724,Svoboda,cz
725,Tejc,cz
726,Tikal,cz
727,Tykal,cz
728,Till,cz
729,Timpe,cz
730,Timpy,cz
731,Toman,cz
732,Tomanek,cz
733,Tomasek,cz
734,Tomes,cz
735,Trampotova,cz
736,Trampota,cz
737,Treblik,cz
738,Trnkova,cz
739,Uerling,cz
740,Uhlik,cz
741,Urbanek,cz
742,Urbanek1,cz
743,Urbanovska,cz
744,Urista,cz
745,Ustohal,cz
746,Vaca,cz
747,Vaculova,cz
748,Vavra,cz
749,Vejvoda,cz
750,Veverka,cz
751,Victor,cz
752,Vlach,cz
753,Vlach,cz
754,Vlasak,cz
755,Vlasek,cz
756,Volcik,cz
757,Voneve,cz
758,Votke,cz
759,Vozab,cz
760,Vrazel,cz
761,Vykruta,cz
762,Wykruta,cz
763,Waclauska,cz
764,Weichert,cz
765,Weineltk,cz
766,Weisener,cz
767,Wiesner,cz
768,Wizner,cz
769,Weiss,cz
770,Werlla,cz
771,Whitmire1,cz
772,Widerlechner,cz
773,Wilchek,cz
774,Wondracek,cz
775,Wood,cz
776,Zajicek,cz
777,Zak,cz
778,Zajicek,cz
779,Zaruba,cz
780,Zaruba,cz
781,Zelinka,cz
782,Zeman,cz
783,Zimola,cz
784,Zipperer,cz
785,Zitka,cz
786,Zoucha,cz
787,Zwolenksy,cz
788,Anders,de
789,Ochsner,de
790,Oder,de
791,Ohl,de
792,Ohler,de
793,Ohlrich,de
794,Ohlschlager,de
795,Ohm,de
796,Ohmchen,de
797,Ohmichen,de
798,Ohmigen,de
799,Ohrlein,de
800,Olke,de
801,Oller,de
802,Ollerich,de
803,Olscher,de
804,Olschlager,de
805,Omichen,de
806,Ortel,de
807,Ortl,de
808,Osterle,de
809,Osterlein,de
810,Osterreicher,de
811,Ostreich,de
812,Ostreicher,de
813,Ottel,de
814,Ottl,de
815,Ottle,de
816,Overmohle,de
817,Ozdemir,de
818,Ubensee,de
819,Uberreiter,de
820,Uberwasser,de
821,Uhle,de
822,Uhlein,de
823,Uhlin,de
824,Asselborn,de
825,Assenmacher,de
826,Asshoff,de
827,Aarents,de
828,Aarns,de
829,Aarts,de
830,Aartz,de
831,Abbel,de
832,Abbrecht,de
833,Abegg,de
834,Abel,de
835,Abeldt,de
836,Abele,de
837,Abelein,de
838,Abelen,de
839,Abelhans,de
840,Abeling,de
841,Abelmann,de
842,Abeln,de
843,Abels,de
844,Abelt,de
845,Aberl,de
846,Aberle,de
847,Aberlein,de
848,Aberli,de
849,Aberspach,de
850,Abert,de
851,Abgarjan,de
852,Abitz,de
853,Abitzsch,de
854,Abl,de
855,Ablassmeier,de
856,Able,de
857,Abramsohn,de
858,Abrecht,de
859,Absatz,de
860,Abstreiter,de
861,Achcenich,de
862,Achnet,de
863,Achnit,de
864,Achnitz,de
865,Achsnich,de
866,Achtelik,de
867,Achtenicht,de
868,Achtnich,de
869,Achtnicht,de
870,Achtnichts,de
871,Achtsnicht,de
872,Achtsnichts,de
873,Achtsnick,de
874,Achtsnit,de
875,Achtzenich,de
876,Achtznich,de
877,Achtznick,de
878,Ackeren,de
879,Ackerhans,de
880,Ackermann,de
881,Ackmann,de
882,Adam,de
883,Adames,de
884,Adami,de
885,Adams,de
886,Adamski,de
887,Adamus,de
888,Adamy,de
889,Ade,de
890,Adel,de
891,Adelhardt,de
892,Adelsperger,de
893,Adelt,de
894,Adem,de
895,Aden,de
896,Adena,de
897,Aderhold,de
898,Adibekjan,de
899,Adler,de
900,Adlkirchner,de
901,Adlkofer,de
902,Adlof,de
903,Adloff,de
904,Adolf,de
905,Adolff,de
906,Adolffs,de
907,Adolfs,de
908,Adolph,de
909,Adolphs,de
910,Adomat,de
911,Aenderl,de
912,Aengen,de
913,Aengenendt,de
914,Aengeneyndt,de
915,Aengenheiser,de
916,Aengenheyster,de
917,Aengenoordt,de
918,Aengenvoort,de
919,Aers,de
920,Aff,de
921,Affelt,de
922,Agena,de
923,Agneskirchner,de
924,Agnischock,de
925,Agunte,de
926,Ahaus,de
927,Ahe,de
928,Ahl,de
929,Ahlborn,de
930,Ahlbrand,de
931,Ahlbrecht,de
932,Ahlers,de
933,Ahlert,de
934,Ahn,de
935,Ahnert,de
936,Ahrend,de
937,Ahrends,de
938,Ahrendt,de
939,Ahrendtz,de
940,Ahrens,de
941,Ahrent,de
942,Ahrenz,de
943,Ahrndt,de
944,Ahrnsen,de
945,Ahrtz,de
946,Aich,de
947,Aichbauer,de
948,Aichberger,de
949,Aichbichler,de
950,Aiche,de
951,Aicheberger,de
952,Aichel,de
953,Aichelberger,de
954,Aichelburg,de
955,Aichele,de
956,Aichelen,de
957,Aicheler,de
958,Aichelin,de
959,Aichelmann,de
960,Aichelsreiter,de
961,Aichemuller,de
962,Aicher,de
963,Aichert,de
964,Aichholzer,de
965,Aichhammer,de
966,Aichhofer,de
967,Aichholz,de
968,Aichholzer,de
969,Aichler,de
970,Aichlmayr,de
971,Aichlseder,de
972,Aichmuller,de
973,Aichmaier,de
974,Aichmair,de
975,Aichman,de
976,Aichmann,de
977,Aichmayr,de
978,Aichmeier,de
979,Aichmeyer,de
980,Aichner,de
981,Aichriedler,de
982,Aichroth,de
983,Aichwald,de
984,Aichwalder,de
985,Aigenseer,de
986,Aiglstorfer,de
987,Aipperspach,de
988,Aisen,de
989,Aitzetmuller,de
990,Akker,de
991,Akman,de
992,Akmann,de
993,Akolt,de
994,Albaum,de
995,Alber,de
996,Alberding,de
997,Albers,de
998,Albersdorfer,de
999,Albersen,de
1000,Albersmann,de
1001,Albert,de
1002,Alberter,de
1003,Alberternst,de
1004,Alberth,de
1005,Alberti,de
1006,Albertin,de
1007,Albertini,de
1008,Alberts,de
1009,Albertsen,de
1010,Albertshofer,de
1011,Albertus,de
1012,Albertz,de
1013,Alborn,de
1014,Albracht,de
1015,Albrand,de
1016,Albrandt,de
1017,Albrech,de
1018,Albrecht,de
1019,Albrechts,de
1020,Albrechtsen,de
1021,Albrich,de
1022,Albuschat,de
1023,Ald,de
1024,Alde,de
1025,Aldehoff,de
1026,Aldejohann,de
1027,Alden,de
1028,Aldenhovel,de
1029,Aldenhof,de
1030,Aldenhofen,de
1031,Aldenhoff,de
1032,Aldenhoven,de
1033,Aldenkirchs,de
1034,Aldenkott,de
1035,Alder,de
1036,Alderman,de
1037,Aldermann,de
1038,Alders,de
1039,Aldes,de
1040,Aletsee,de
1041,Alex,de
1042,Alexius,de
1043,Alich,de
1044,Alig,de
1045,Alings,de
1046,Alisch,de
1047,Alischer,de
1048,Alkofer,de
1049,Alleborn,de
1050,Allendorfer,de
1051,Allendorf,de
1052,Allerborn,de
1053,Allermann,de
1054,Alletsee,de
1055,Allgaier,de
1056,Allkofer,de
1057,Allmacher,de
1058,Allmen,de
1059,Allmoslochner,de
1060,Allspach,de
1061,Allworden,de
1062,Almoslochner,de
1063,Almritter,de
1064,Almsick,de
1065,Almstedt,de
1066,Alper,de
1067,Alpers,de
1068,Alpert,de
1069,Alscher,de
1070,Alsdorf,de
1071,Alt,de
1072,Altburger,de
1073,Altdorfer,de
1074,Alte,de
1075,Altebaumer,de
1076,Altehoff,de
1077,Altekruger,de
1078,Altekruse,de
1079,Altemoller,de
1080,Altemuhle,de
1081,Altemann,de
1082,Altemeier,de
1083,Altemeyer,de
1084,Alten,de
1085,Altena,de
1086,Altenbernd,de
1087,Altenbrunn,de
1088,Altenbuchner,de
1089,Altenburg,de
1090,Altenburger,de
1091,Altendorf,de
1092,Altendorfer,de
1093,Altenhofer,de
1094,Altenhof,de
1095,Altenhofen,de
1096,Altenhofer,de
1097,Altenhoff,de
1098,Altenhoven,de
1099,Altenkirch,de
1100,Altenkruger,de
1101,Altenschmidt,de
1102,Altenstrasser,de
1103,Altepeter,de
1104,Alter,de
1105,Alterman,de
1106,Altermann,de
1107,Altes,de
1108,Althofer,de
1109,Althuser,de
1110,Alth,de
1111,Althaber,de
1112,Althanss,de
1113,Althans,de
1114,Althaus,de
1115,Althausen,de
1116,Althen,de
1117,Althenhof,de
1118,Alther,de
1119,Althof,de
1120,Althofen,de
1121,Althofes,de
1122,Althoff,de
1123,Althoven,de
1124,Altjohann,de
1125,Altkofer,de
1126,Altkruger,de
1127,Altmaier,de
1128,Altman,de
1129,Altmann,de
1130,Altmanns,de
1131,Altmannshofer,de
1132,Altmannsperger,de
1133,Altmayer,de
1134,Altmeier,de
1135,Altmeyer,de
1136,Altnickel,de
1137,Altpeter,de
1138,Altrogge,de
1139,Alts,de
1140,Altschmied,de
1141,Altstadt,de
1142,Altstedde,de
1143,Altwasser,de
1144,Altwein,de
1145,Am,de
1146,Ambuhl,de
1147,Ambach,de
1148,Ambacher,de
1149,Ambaum,de
1150,Amberg,de
1151,Amberge,de
1152,Amberger,de
1153,Ambiel,de
1154,Amborn,de
1155,Ambrock,de
1156,Ambronn,de
1157,Ambrosch,de
1158,Ambroselling,de
1159,Ambrosius,de
1160,Amedick,de
1161,Amediek,de
1162,Ameling,de
1163,Ameln,de
1164,Amelunxen,de
1165,Amend,de
1166,Amende,de
1167,Amendt,de
1168,Ament,de
1169,Amerein,de
1170,Amfaldern,de
1171,Amhof,de
1172,Amhofer,de
1173,Amhoff,de
1174,Amkreutz,de
1175,Amling,de
1176,Ammann,de
1177,Ammerschuber,de
1178,Ammersdorfer,de
1179,Amon,de
1180,Amort,de
1181,Amorth,de
1182,Amrehn,de
1183,Amrein,de
1184,Amrhein,de
1185,Amshoff,de
1186,Amshove,de
1187,Amstein,de
1188,Amstutz,de
1189,Amthor,de
1190,Amzehnhoff,de
1191,Anau,de
1192,Andorfer,de
1193,Anderssen,de
1194,Andersson,de
1195,Ander,de
1196,Anderbrugge,de
1197,Anderegg,de
1198,Anderer,de
1199,Anderfuhr,de
1200,Andergassen,de
1201,Anderhalden,de
1202,Anderhalten,de
1203,Anderheggen,de
1204,Anderheiden,de
1205,Anderheyden,de
1206,Anderhofstadt,de
1207,Anderhub,de
1208,Anderl,de
1209,Anderle,de
1210,Anderleit,de
1211,Anderlohr,de
1212,Andermahr,de
1213,Anderman,de
1214,Andermann,de
1215,Andermark,de
1216,Anders,de
1217,Andersch,de
1218,Andersen,de
1219,Andersick,de
1220,Andersohn,de
1221,Anderson,de
1222,Anderssen,de
1223,Anderssohn,de
1224,Andersson,de
1225,Anderstiegen,de
1226,Andert,de
1227,Anderweit,de
1228,Anderwert,de
1229,Andorfer,de
1230,AndraXXV,de
1231,Andrae,de
1232,Andratschke,de
1233,Andress,de
1234,Andressen,de
1235,Andrea,de
1236,Andre,de
1237,Andreasson,de
1238,Andreae,de
1239,Andreas,de
1240,Andreason,de
1241,Andreasson,de
1242,Andreess,de
1243,Andreessen,de
1244,Andree,de
1245,Andreer,de
1246,Andrees,de
1247,Andreesen,de
1248,Andreessen,de
1249,Andrehs,de
1250,Andrehsen,de
1251,Andrei,de
1252,Andrejska,de
1253,Andres,de
1254,Andresch,de
1255,Andresen,de
1256,Andreson,de
1257,Andress,de
1258,Andressen,de
1259,Andressohn,de
1260,Andresson,de
1261,Andresz,de
1262,Andrey,de
1263,Andreya,de
1264,Andriss,de
1265,Andri,de
1266,Andriessen,de
1267,Andrie,de
1268,Andries,de
1269,Andriesen,de
1270,Andriessen,de
1271,Andris,de
1272,Andriss,de
1273,Andry,de
1274,Andter,de
1275,Angelkort,de
1276,Angelkorte,de
1277,Angen,de
1278,Angendohr,de
1279,Angenend,de
1280,Angenendt,de
1281,Angenent,de
1282,Angenfort,de
1283,Angenheister,de
1284,Angenlahr,de
1285,Angenoort,de
1286,Angenstein,de
1287,Angenvoort,de
1288,Angenvoorth,de
1289,Angenvorth,de
1290,Angerhausen,de
1291,Angermuller,de
1292,Angermeyer,de
1293,Angerstein,de
1294,Anglsperger,de
1295,Anhauser,de
1296,Anke,de
1297,Ankirchner,de
1298,Anna,de
1299,Annecke,de
1300,Anneken,de
1301,Anoch,de
1302,Anschutz,de
1303,Ansel,de
1304,Ansell,de
1305,Anselm,de
1306,Anselmi,de
1307,Ansen,de
1308,Anshelm,de
1309,Anspach,de
1310,Ansperger,de
1311,Anstett,de
1312,Antenbrink,de
1313,Anter,de
1314,Anters,de
1315,Antert,de
1316,Anthofer,de
1317,Antonissen,de
1318,Antonius,de
1319,Antony,de
1320,Antz,de
1321,Anz,de
1322,Anzel,de
1323,Anzelm,de
1324,Anzenhofer,de
1325,Apel,de
1326,Apell,de
1327,Apelt,de
1328,Apetz,de
1329,Apfel,de
1330,Apfelbaum,de
1331,Apfl,de
1332,Apitius,de
1333,Apitz,de
1334,Apitzsch,de
1335,Appel,de
1336,Appelbaum,de
1337,Appelhans,de
1338,Appelhoff,de
1339,Appell,de
1340,Appelmann,de
1341,Appels,de
1342,Appelt,de
1343,Appen,de
1344,Appenheimer,de
1345,Apperger,de
1346,Appl,de
1347,Apprecht,de
1348,Apprich,de
1349,Apprichs,de
1350,Apt,de
1351,Arbeit,de
1352,Arck,de
1353,Arend,de
1354,Arendes,de
1355,Arends,de
1356,Arendsee,de
1357,Arendsen,de
1358,Arendt,de
1359,Arendts,de
1360,Arendz,de
1361,Arens,de
1362,Arent,de
1363,Arenth,de
1364,Arents,de
1365,Arentz,de
1366,Arentzen,de
1367,Arenz,de
1368,Arets,de
1369,Aretz,de
1370,Arez,de
1371,Arhold,de
1372,Arista,de
1373,Arlinghaus,de
1374,Armbrecht,de
1375,Armbrust,de
1376,Armbruster,de
1377,Armstorff,de
1378,Arnd,de
1379,Arnds,de
1380,Arndt,de
1381,Arndts,de
